"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"124451","morena (part. maurício mattar)","katinguelê","samba; pagode","o sol anuncia que vi trazer
um novo amanhecer
minha morena vem cá  vem me acordar
prepare a mesa  pra eu sentar
bote um café  que eu vou já
abra a janela e deixe o sol entrar
pegue o vestido que eu te dei
pra mode se enfeitar
escolha o terno que você mais gosta
bote um perfume  vá se pintar
enquanto eu vou procurar
pelo jardim uma rosa pra te dar

vamos sair por aí 
esquecer que tem hora pra voltar
vamos até a cidade
que dia lindo pra passear
deu meio dia  seis horas da tarde 
a noite  quer chegar
trazendo felicidade
minha morena vem me beijar

minha alegria é fazer amor
minha alegria é te namorar
em plena luz do luar  que ilumina
nosso prazer de amar","pagode"
"124452","shortinho de cinema","katinguelê","samba; pagode","undererê  undererê  undererêrê  rê  rê  rê  rê
undererê  undererê  undererêrê  rê  rê  rê  rê

sempre paguei pra ver  ela me stalkear
era só um contatinho e agora quer namorar
é um anjo do céu  tipo atriz de tv
faz inveja em marmanjo só vendo pra crer

mandou nudez nem acreditei
vou subir de patente jaja
e sem olhar pra hora quero aproveitar
tá marcado a hora e lugar
vamos ver o dia amanhecer

então vem  vem  vem  vem  vem

na hora que chegar pegamos fogo
fala baixinho e não acorda o povo
disfarça  iererê
vem  que eu já deixei um vinho no esquema
coloca um shortinho de cinema  que eu fico louco

undererê  undererê  undererêrê  rê  rê  rê  rê
undererê  undererê  undererêrê  rê  rê  rê  rê","pagode"
"124453","verdadeiro amor","grupo doce encontro","pagode; samba; romântico","é  de uns tempo pra cá eu mudei
resolvi não me apaixonar
me entregar  pra mais ninguém
dar um tempo pro meu coração
depois de tanta ilusão
melhor não me aventurar  insistir  arriscar
é preciso saber esperar
o amor não se encontra assim
num lugar qualquer
tão difícil pensar com a razão
e deixar vazio  quando o corpo quer
e precisa sentir emoção
pra que se depois vai voar 
cansei de amor de verão
quero mais que um café
quero sim alguém pra perdoar

sabe a sensação de ter alguém
pra te completar e se ser bem
não sumir domingo de manhã
sim pra ser pra sempre o meu afã
já não tô mais nessa de ficar
de só por prazer me entregar
tudo é fase e a minha terminou
quero ter um verdadeiro amor","pagode"
"124454","agonia","grupo doce encontro","pagode; samba; romântico","ontem revirei minhas coisas e nada
não achei nada seu
não sei onde foi parar você
aqui na sala só tem caixas
tô de mudança e nem sabia
o vazio dessa casa nem se compara à falta que faz você

é culpa minha  que agonia
olhar pro lado e ver que estou só
é uma loucura
a hora passa e eu fico pior
eu tô na rua da amargura
passando frio sem o teu calor
meu coração não sobrevive sem teu amor","pagode"
"124455","se beber não digita (feat. mumuzinho)","grupo doce encontro","pagode; samba; romântico","eu nunca tive medo de nada
sempre foi eu
que desapeguei
mas já tô vendo
o fim da estrada
e dessa vez eu não planejei

logo assim que cruzar a porta
a nossa relação vai estar morta
eu sei que vai querer se distrair
mas se a dor fizer reviravolta
e a solidão fizer escolta  eu sei
que você vai pensar em mim

já tô vendo a cena
as suas amigas dizendo
que foi bem melhor dar um fim
e te oferecendo outra dose
enchendo a sua cabeça
mas  oh  vai por mim
falando em bebida
se beber  não digita

já tô vendo a cena
você encerrando a noite caída
sem salto e chorando
depois me mandando mensagem
dizendo que não tá passando
falei vai por mim
já dei minha dica
se beber  não digita","pagode"
"124456","a regra do jogo (com sorriso maroto)","inimigos da hp","samba; pagode; romântico","deixou sua marca em mim
depois se foi
nem disse tchau
mas tudo bem
as noites eram assim
entre nós dois
esse era o acordo

eu não peço nada
além do seu corpo
você não quer nada
além do seu prazer
e assim ninguém briga
a regra do jogo
era não se apaixonar
apenas se entreter

e tava tudo dando certo até

você deitar sua cabeça
no meu ombro
e deixar escapar da boca
um eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora não dá pra esquecer
você deitou sua cabeça
no meu ombro
e deixou escapar da boca
um eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora vou ter que dizer
há tanto tempo
isso tá preso na garganta
também amo você","pagode"
"124457","a regra do jogo","inimigos da hp","samba; pagode; romântico","deixou sua marca em mim
depois se foi
nem disse tchau
mas tudo bem

as noites eram assim
entre nós dois
esse era o acordo

eu não peço nada
além do seu corpo
você não quer nada além do seu prazer

e assim ninguém briga
a regra do jogo era não se apaixonar
apenas se entreter

e tava tudo dando certo até

você deitar a sua cabeça no meu ombro
e deixar escapar da boca o eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora não dá pra esquecer

você deitou sua cabeça no meu ombro
e deixou escapar da boca o eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora vou ter que dizer

há tanto tempo isso tá preso na garganta
também amo você

deixou sua marca em mim
depois se foi
nem disse tchau
mas tudo bem

as noites eram assim
entre nós dois
esse era o acordo

eu não peço nada
além do seu corpo
você não quer nada além do seu prazer

assim ninguém briga
a regra do jogo era não se apaixonar
apenas se entreter

e tava tudo dando certo até
você deitar sua cabeça no meu ombro
e deixar escapar da boca o eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora não dá pra esquecer

você deitou sua cabeça no meu ombro
e deixou escapar da boca o eu te amo
ficou no ar aquele clima meio estranho
já era o nosso plano
agora vou ter que dizer

há tanto tempo isso tá preso na garganta
também amo você","pagode"
"124458","amor e sacanagem","inimigos da hp","samba; pagode; romântico","a gente se perde se morde se ama 
a luz da lua no carro na cama 
sem nenhum pudor 
a gente faz amor 

a gente se perde se morde se ama 
a luz da lua no carro na cama 
parece um vulcão 
em erupção 

adoro chegar de mansinho 
beija seu pescoço 
pra ver o seu corpo arrepiar 
amo dizer mil besteiras no seu ouvido 
pra ver seu sorriso escancarar 
louco de desejo 

beijo sua boca 
tiro sua roupa 
pra te admirar 
você mais parece uma miragem 
amor e sacanagem 
faz a gente delirar ","pagode"
"124459","carnavrau","inimigos da hp","samba; pagode; romântico","esse ano eu não vou namorar
a solteirice é meu abadá
olhou  sorriu eu não vou perdoar
de novo 
choveu mulher eu vou passar o rodo

eu não vou namorar
eu não vou namorar

se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 

o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo paalmas

cê tá merecendo paalmas

cê tá merecendo

se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 

é se namora  tchau 

esse ano eu não vou namorar
a solteirice é meu abadá
olhou  sorriu eu não vou perdoar
de novo 
choveu mulher eu vou passar o rodo

eu não vou namorar
eu não vou namorar

se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 

o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo palmas
o menina cê tá de parabéns
cê tá merecendo paalmas

cê tá merecendo paalmas

cê tá merecendo

se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 

se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau 
se namora é tchau
tá solteira é carnavrau ","pagode"
"124460","gin","inimigos da hp","samba; pagode; romântico"," chegamo  hein
eu gosto assim
o sorriso no rosto é sua maquiagem
te deixo mais acesa quando falo em sacanagem
você tá viciada  nesse lance cabuloso
já sabe que o nosso rolezinho é mais gostoso
não tem hora pra sair  muito menos pra chegar
tá ligada que eu te cuido  então pode exagerar
tá querendo sacudir  já chegou na empolgação
tá na sede pra beber  foi direto pro balcão

gin  tônica  limão e alecrim
não tem erro  toda vez que ela bebe fica afim
partiu rolê direto pra baladinha chave
cola e fecha comigo  nosso batidão é grave


eii  ouu
é no balanço
na palma  na palma  na palma da mão

o sorriso no rosto é sua maquiagem
te deixo mais acesa quando falo em sacanagem
você tá viciada  nesse lance cabuloso
já sabe que o nosso rolezinho é mais gostoso
não tem hora pra sair  muito menos pra chegar
ta ligada que eu te cuido  então pode exagerar
ta querendo sacudir  já chegou na empolgação
tá na sede pra beber  foi direto pro balcão

gin  tônica  limão e alecrim
não tem erro  toda vez que ela bebe fica afim
partiu rolê direto pra baladinha chave
cola e fecha comigo  nosso batidão é grave


ôôeo  ôôe  ôôeo","pagode"
"124461","linda","inimigos da hp","samba; pagode; romântico","eu não escondo de ninguém
sinto falta sim  de você
lembrar da gente me faz bem
e é o bastante pra querer

querer de volta o teu amor
se tenho que esperar  não faz mal
depois que a gente terminou
tudo aqui ficou sem sal  sem sal

linda
eu tô te implorando
escuta  linda
em meus braços será sempre bem vinda
não feche os olhos para a felicidade

linda
repare nossa história como é  linda
por mais que você não assuma ainda
eu sei que tá morrendo de saudade

me dê de volta o teu amor
se tenho que esperar  não faz mal
depois que a gente terminou
tudo aqui ficou sem sal  sem sal

linda
eu tô te implorando
escuta  linda
em meus braços será sempre bem vinda
não feche os olhos para a felicidade

linda
repare nossa história como é  linda
por mais que você não assuma ainda
eu sei que tá morrendo de saudade","pagode"
"124462","mistura perfeita","inimigos da hp","samba; pagode; romântico","talvez você não escute
mas encosta no meu peito
e vê se sente o meu coração bater
se ele acelerar
é porque ele ama você

parece até piada
mas você percebeu
que quando você chega
eu começo a tremer
se isso não for amor
resume aí pra eu entender

é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz

é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz
a gente combina demais

talvez você não escute
mas encosta no meu peito
e vê se sente o meu coração bater
se ele acelerar
é porque ele ama você

parece até piada
mas você percebeu
que quando você chega
eu começo a tremer
se isso não for amor
resume aí pra eu entender

é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz

é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz

a gente combina demais
é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz

é o amor
que já vem de outros carnavais
é tipo mistura perfeita
cinema e pipoca
cama  banho  vinho e paz

a gente combina demais
a gente combina demais","pagode"
"124463","tá tirando onda","inimigos da hp","samba; pagode; romântico","ta se achando a queridinha do pedaço 
me queimando 
me fazendo de palhaço 
cuidado você pode se dar mal 
não provoca o tiro pode ser fatal 
o que ta pegando 
nao precisa disso 
se ta louca  ta pirada  ta perdendo o juízo 
toma vergonha nessa cara 

ta tirando onda por quê 
nem falei que eu tava afim 
foi você quem me deu moral 
para de se achar a tal ","pagode"
"124464","tô em outra","inimigos da hp","samba; pagode; romântico","me liga só de madrugada larga do meu pé
já to em outra agora eu fico com quem eu quiser
quando eu queria me esnobava na cara de pau
na frente dos outros queria ser a tal

mas o tempo passou você não deu valor
para mim não tem moral não
mas a fila andou você não deu valor
para mim não tem moral

não vê que não da mais
pra mim já tanto faz
e nesse teu jogo eu não caio mais
não vê que me perdeu
agora eu sou mais eu
e para de me encher o saco que eu vou desligar
tu tu tu tu tu

não vê que não da mais
pra mim já tanto faz
e nesse teu jogo eu não caio mais
não vê que me perdeu
agora eu sou mais eu
e para de me encher o saco que eu vou desligar
tu tu tu tu tu","pagode"
"124465","menos é mais","gustavo lins","pagode; romântico","esquece o mundo lá de fora
é chegada a nossa hora
me satisfaz  menos é mais
é mais
sem falar de sofrimento
foco nesse sentimento
olha pra mim  deixa fluir

é mágica  é lógico
é místico  sou e você
é música pra gente se amar

vem cá matar a saudade
da intimidade  do amor da gente
tão intensamente
a minha loucura é te amar
vem cá  me entende num beijo
se rende ao desejo
não tem mais saída  paixão resolvida
a minha loucura é te amar","pagode"
